primary_contact_id,contact_channel,transcript_created_date_at_utc,is_retail_agent,subject,transcript,summary,error,L1_category,L1_confidence,L2_category
7d96fc4b-ca61-4d55-9420-bcb07744c755,phone,2025-10-02 18:29:18.383,1,,"[18:29:18 agent]: thank you for calling instal retail support my name is as how may i help you today
[18:29:23 retailer]: hi good day my name is chelsea i'm calling from cougar customer connects in regards to the phone number six zero six
[18:29:30 retailer]: nine two two
[18:29:32 retailer]: two four three three for hoy ross
[18:29:37 agent]: alright and how can i help you
[18:29:40 retailer]: the customer had an order delivered on the thirtieth of september the order ending in zero four sorry zero seven zero four the customer stated that their driver was patricia s and she stated that the driver was very rude and sar ky and they wanted to know if they could have that driver removed from having
[18:30:00 retailer]: orders delivered to them
[18:30:02 agent]: okay sure i'll go ahead and una them from this customer is there anything else i can help with today
[18:30:08 retailer]: that would be all thank you very much for your help
[18:30:10 agent]: no problem thank you so much for calling i'll be have a great rest of your day
[18:30:14 retailer]: thanks you too",Retailer reported customer complaint about a rude delivery driver and requested the driver be removed from delivering to them.,,L1_05,,L1_05_L2_08
6467ba08-9c55-41ed-95bd-a3c82cca314e,phone,2025-10-23 02:50:41.914,1,,"[02:50:41 agent]: thank you for calling inst retail support this is mara who am i speaking with
[02:50:46 retailer]: hello mark esa can you hear me okay
[02:50:50 agent]: yes how can i help you today
[02:50:51 retailer]: hello
[02:50:52 retailer]: okay my name is jan from google customer connect i'm calling on behalf of the customer asking for the order status this is the phone number
[02:50:57 agent]: okay
[02:51:01 retailer]: nine seven zero three one four five one one four
[02:51:07 agent]: thank you bear with me just a moment i'll get that order status for you
[02:51:12 retailer]: good thank you
[02:51:31 agent]: okay is that the order ending in five three zero four
[02:51:35 retailer]: one moment let me check it
[02:51:38 retailer]: yes
[02:51:40 agent]: okay so it looks like that order is
[02:51:44 agent]: currently waiting on a shopper
[02:51:49 agent]: okay excuse me it was waiting on a shopper just due to a high volume of orders in the area but it looks like it's actually been rescheduled for tomorrow by nine am
[02:51:58 retailer]: okay thank you so much for your help and this mara and bye for now her brigade day
[02:52:02 agent]: yeah
[02:52:04 agent]: yeah thank you for calling usac
[02:52:05 retailer]: yeah",Retailer inquired about the status of a customer's order on their behalf.,,L1_01,,L1_01_L2_01
59e9d005-24c1-4300-b338-f392e977841a,phone,2025-10-15 17:32:12.265,1,,"[17:32:12 agent]: thank you for calling instate retail support my name is luton how can i assist you today
[17:32:17 retailer]: hi latonia my name is carla and i'm calling on a recorded line here for staples print marketing and i was just wondering if we could find out an eta for a customer actually of ours i have a phone number order number name whichever you choose
[17:32:33 agent]: i'll be more than happy to assist we'll go ahead and go with the phone number first and that doesn't work we'll go with the order number okay
[17:32:40 retailer]: yeah sounds great the phone number is six one seven
[17:32:45 retailer]: nine three nine
[17:32:47 retailer]: eight seven three three
[17:32:49 agent]: thank you
[17:32:51 retailer]: yeah thank you
[17:32:54 agent]: sophia it's the name of the customer sorry
[17:32:56 retailer]: yes
[17:32:59 retailer]: no it's thank
[17:33:16 agent]: okay so it shows that this order is currently staged it's supposed to been delivered anywhere between twelve to two today so right now it's one thirty three so hopefully a driver gets assigned for these soon
[17:33:30 retailer]: okay so the driver hasn't been assigned yet
[17:33:34 agent]: no bad
[17:33:41 retailer]: is there a way to reach out to anybody or see if any
[17:33:44 agent]: unfortunately not it's not awake
[17:33:46 retailer]: oh okay
[17:33:48 retailer]: alright okay then i guess we will wait and see and we'll take it from there
[17:33:57 agent]: alright the rest of your day you're welcome
[17:33:58 retailer]: sorry thank you
[17:34:02 retailer]: thanks bye bye",Retailer inquired about the delivery status and estimated time of arrival for a customer's order.,,L1_01,,L1_01_L2_01
4dbd254a-bacf-4ffa-8ef7-180979b6b5bc,phone,2025-10-16 22:31:34.045,1,,"[22:31:34 agent]: thank you for contacting insta kar my name is kiana how could i help you
[22:31:39 retailer]: hey kam my name is cian smis i work at the bend costco and we had a a instant carter question asking us why he was not allowed to shop at our location anymore and none of us are familiar with with what's sorry i'm calling because i'm trying to get away from everybody else sorry
[22:31:59 retailer]: and my my employee looking me like what are you doing so anyways we're just trying to figure out if we don't know anything as far as the people we've talked to in management i'm i'm the last per mentioned team here but is are you able to provide any more information since he doesn't seem to know fully and we've had some kind of translate with spanish one of our employees with
[22:32:19 retailer]: m and we just want to get an answer for him because i don't recall sending anything in on him as well
[22:32:26 agent]: so unfortunately i won't be able to check here on my end for the shopper the shopper will have to go through their shopper app for assistance which will give them a shopper agent that can look into why they are they meaning like their band from the store
[22:32:41 retailer]: yeah banned from shopping here and i've had other guys that i've like you know ditched perishables and we lost you know a lot of money but i on my end i don't recall anything and he was showing the i was trying to not stay i was just kind of listing off to the side but he was showing a it said on his
[22:33:01 retailer]: text or whatever it is that we possibly had banned him so i'm just trying to figure out more details cause i don't recall sending an email out because he's actually a really good hard worker
[22:33:13 retailer]: and so yeah we just wanted to kind of see on our end what it was since it sounds like it was us here at costco but and i did send out an email to the retail support but then i also gave gave this phone number so maybe i'll just wait to see but yeah it seems like for his sake you know it just says
[22:33:22 agent]: okay
[22:33:26 agent]: okay perfect
[22:33:33 retailer]: that
[22:33:35 retailer]: it's kind of just not descriptive like hey and we i do recall when i answered the phone yesterday that a member called and said that they got somebody's groceries delivered to their house and they didn't order instinct so kind of ironic warm like would insta cart maybe do it because maybe that was his order or
[22:33:35 agent]: h
[22:33:54 agent]: so yeah we will only like ban a shopper from your store let it's requested so we have to have it escalated up to our trust and safety team and they'll ban the shoppers so it has to be requested for them to be banned did the shopper provide you with any of the their information that we can take down
[22:33:55 retailer]: h
[22:34:03 retailer]: okay
[22:34:08 retailer]: interesting
[22:34:12 retailer]: yeah i put it all in the email that i sent with it has a phone number email address do you like the reason why i'm concerned too is because there was one that i did write and i sent pictures and they're both
[22:34:28 retailer]: black background basically and it's and i still seen the guy that i did email about and he still shops here i like you know what whatever i'll just give him grace i'm gonna let this go if it happens again then i'll be at issue so i just hope there was no confusion too with the wrong person
[22:34:41 agent]: huh
[22:34:46 agent]: yeah that could be it as well but you did say you did email our retail support so since you did yes so since you did send in all of that information they'll be able to look into that further further and they can also escalate it up to our trust and safety team to get the shopper un banned as well we have that option
[22:34:51 retailer]: i did so maybe i'll just wait yeah
[22:34:57 retailer]: just
[22:34:59 retailer]: okay
[22:35:05 retailer]: okay and granted we do have a lot of management here but the ones that i have talked to were all kind of like we really don't know so yeah we'll just wait to hear from them and then we'll yeah we'll go from there
[22:35:13 agent]: right okay
[22:35:18 agent]: of course and you can just let them know when they do respond back that you're looking to un ban the shopper and they can go ahead and have that happen within a couple of hours
[22:35:18 retailer]: so
[22:35:22 retailer]: huh
[22:35:27 retailer]: yeah as long as there wasn't somebody else on my management team ever exactly so yeah okay really appreciate your help and i'll just and i'll wait and hopefully we can get that guide you sir
[22:35:30 agent]: right
[22:35:37 agent]: of course is there anything else i can help you with
[22:35:39 retailer]: alright
[22:35:40 retailer]: that isn't it have a wonderful day
[22:35:42 agent]: you have a wonderful day as well thank you
[22:35:44 retailer]: alright bye bye",Retailer inquired about the reason a shopper was banned from their store and requested guidance on resolving the issue.,,L1_05,,L1_05_L2_01
7ca00557-5b24-4ac7-b9ef-5ea0bad48b29,phone,2025-09-28 19:39:44.967,1,,"[19:39:44 agent]: thank you for contacting as current detail support my name is james what can i
[19:39:45 retailer]: okay
[19:39:51 retailer]: hi my name is marian i'm calling from customer service on behalf of a customer
[19:39:58 agent]: okay
[19:40:00 retailer]: they would like to cancel their order
[19:40:04 retailer]: okay
[19:40:05 agent]: alright what is the phone number to the account
[19:40:06 retailer]: okay
[19:40:09 retailer]: four one eight
[19:40:13 retailer]: nine nine seven
[19:40:15 retailer]: two one two nine
[19:40:18 retailer]: and the name is catherine
[19:40:20 agent]: alright thank you just give me a couple of minutes and i'll get it cancelled i'll let you know
[19:40:22 retailer]: my pleasure
[19:40:24 retailer]: alright
[19:40:26 retailer]: okay thank you
[19:41:02 agent]: right i have that order counsel for you now
[19:41:06 retailer]: okay
[19:41:08 agent]: alright is there anything else i can do for you so i
[19:41:11 retailer]: no that'll be all just to cancel this order
[19:41:12 agent]: yes
[19:41:14 agent]: alright i enjoy rest
[19:41:14 retailer]: okay
[19:41:17 retailer]: thank you you too bye bye",Retailer requested cancellation of a customer's order on their behalf.,,L1_02,,L1_02_L2_04
a9b0a57c-0bd0-4c68-9c14-47f6ef033eed,phone,2025-10-31 00:59:16.973,1,,"[00:59:16 agent]: thank you for calling inter car retail support my name is erika have a pledge of assisting for today
[00:59:22 retailer]: this is andrea from pro customer connect so i have a customer on the other line who's having trouble with the order online
[00:59:32 agent]: of course do apologize for the inconvenience
[00:59:36 agent]: keep
[00:59:36 retailer]: and you got the case number
[00:59:39 agent]: keep with the phone number
[00:59:39 retailer]: yeah it's a phone number okay
[00:59:43 retailer]: so it's eight one two
[00:59:46 retailer]: seven zero seven seven eight six seven
[01:00:01 agent]: thank you again for that information
[01:00:05 retailer]: park
[01:00:16 agent]: alright and from my understanding really good for the order status for today correct
[01:00:21 retailer]: oh the customer mentioned that when the shoppers arrive at their location
[01:00:29 retailer]: she was not able to get the the order because
[01:00:34 retailer]: they did not release order or in the card has not released the payment to jay's store so
[01:00:43 retailer]: she was not able to get the order
[01:00:46 retailer]: but what she's saying is that she already paid for the delivery or the item
[01:00:50 agent]: oh
[01:00:54 agent]: i do apologize for the inconvenience of that let me just try to get a hold of the shopper just allow me a moment if you don't mind okay
[01:01:01 retailer]: and i'll also update the customer
[01:01:03 agent]: sure one moment
[01:02:24 agent]: alright so in regards yes so in regards to the inconvenience this order would have to get cancelled
[01:02:25 retailer]: hello
[01:02:29 agent]: due to the shoppers no longer at the store they wasn't able to check out due to the kroger's the store machines wasn't corresponding with the card so yeah this order would have to get cancelled
[01:02:44 retailer]: the order is going to be cancelled
[01:02:47 agent]: yes
[01:02:48 retailer]: and the payment will be a refunded rate
[01:02:51 agent]: that's correct
[01:02:54 retailer]: so i'm sorry the store machines are not corresponding or not responding
[01:03:01 agent]: yeah the checkout process that's correct
[01:03:12 retailer]: i'll go ahead and inform the customer that it's going to be cancelled
[01:03:18 agent]: okay did you need using additional for me
[01:03:23 retailer]: oh that's all thank you
[01:03:25 agent]: alright you have a good one bye bye
[01:03:27 retailer]: you too",Retailer reported customer's order could not be completed because payment was not processed at the store and requested clarification.,,L1_04,,L1_04_L2_07
b7180e04-24ef-4731-883a-6407d0a7233e,phone,2025-10-16 22:46:13.075,1,,"[22:46:13 agent]: thank you for calling in star retail support my name is ee and who do i have a pleasure speaking with
[22:46:19 retailer]: thank you this is jess from cougar customer connect we would like uh to get an assistance getting an order number for a customer the phone number is two zero six
[22:46:33 retailer]: six three two
[22:46:36 agent]: huh
[22:46:37 retailer]: nine four nine
[22:46:40 agent]: huh
[22:46:40 retailer]: seventh
[22:46:44 agent]: thank you and you said you needed an order number correct
[22:46:49 retailer]: yes order number for today's delivered
[22:46:53 agent]: okay so i just went ahead and try to look for that account but no account or order is pulling up with that phone number but i do just want to make sure i have it correct here on my end you said it was two zero six
[22:47:09 agent]: six three two nine four nine seven
[22:47:15 retailer]: yes that that's actually correct let me
[22:47:18 retailer]: double ships
[22:47:20 agent]: okay
[22:47:24 retailer]: six three two
[22:47:26 retailer]: one
[22:47:29 retailer]: yeah that's your phone number is there any details that you can use to pull up the order maybe their name
[22:47:38 agent]: i would really i would either need their phone number if possible usually with a kroger accounts the only name that's under them is guest so we wouldn't really be able to look them up by name since it's just under guests on our end
[22:47:58 agent]: i don't
[22:47:58 retailer]: okay that's
[22:48:00 agent]: yeah i don't know if they they have like a different phone number that they may have used by any chance but yeah that that phone number does not bring up anything i do apologize
[22:48:13 retailer]: no worries it's okay can you stay on the line i will try to ask the custom actually have used a different number if that's okay
[22:48:20 agent]: that's fine
[22:48:22 retailer]: okay thank you i'll just put you on hold
[22:49:05 retailer]: okay
[22:49:17 retailer]: hi ma'am thank you i got the phone number here if you can try this one it's two zero six
[22:49:26 agent]: huh
[22:49:27 retailer]: three nine zero
[22:49:30 retailer]: zero two five one
[22:49:35 agent]: thank you one moment
[22:49:44 agent]: okay and that did bring up an account give me one moment to finish getting everything pulled up
[22:50:17 agent]: okay and just got everything pulled up let me know once you're ready for that order number
[22:50:23 retailer]: think i'm ready
[22:50:25 agent]: okay it is one two five
[22:50:29 agent]: two eight nine
[22:50:32 agent]: seven one two
[22:50:35 agent]: zero five one
[22:50:37 agent]: zero nine two
[22:50:40 agent]: seven five zero four
[22:50:43 retailer]: alright thank you let me just pull it up here
[22:50:53 retailer]: okay thank you i've got it pulled up thank you so much for your assistance i think that's all proved
[22:50:59 agent]: you're very welcome have a great day
[22:51:01 retailer]: you too thank you
[22:51:04 agent]: bye bye",Retailer requested assistance retrieving an order number for a customer's recent delivery.,,L1_01,,L1_01_L2_01
15bd11fb-6fcc-4ac6-9cf5-816b3a7edbe9,phone,2025-10-08 17:17:22.131,1,,"[17:17:22 agent]: hi thank you for calling us scar retail support this is denise do i have the pleasure speaking with today
[17:17:28 retailer]: this is chris i'm calling on behalf of food lion i have a cancellation for you
[17:17:35 agent]: you said your from the phone line
[17:17:37 retailer]: yes ma'am
[17:17:41 agent]: it would be chris
[17:17:49 agent]: and do you have the phone number for the customer thank you so much and
[17:17:51 retailer]: yes ma'am that is eight zero three four two nine
[17:17:56 retailer]: five five three six
[17:18:01 agent]: what is the customer's name
[17:18:04 retailer]: michael friar
[17:18:08 agent]: okay
[17:18:11 agent]: you said the customer would like to go ahead and cancel this order
[17:18:15 retailer]: yeah due to too many auto stock items
[17:18:18 agent]: i understand
[17:18:19 retailer]: at the store
[17:18:23 agent]: and the phone number again eight zero three four two nine five five three six
[17:18:28 retailer]: correct correct
[17:18:30 agent]: thank you so much sounds like my german shepherd
[17:18:49 retailer]: yeah i have a pit bull and that's my
[17:18:52 agent]: oh that's bigger than nature
[17:18:55 retailer]: yeah that's that's my pit bull you hear in the back
[17:19:01 retailer]: the the dog is really big he doesn't even bark he just he doesn't even bother
[17:19:06 agent]: just chill huh
[17:19:07 retailer]: yeah i have an american staff io terrier he's about ninety pounds almost a hundred pounds and he he barely barks barely barks
[17:19:12 agent]: oh
[17:19:18 agent]: wow
[17:19:22 agent]: i know my german shepherd is a puppy too he's like for five months but he can knock me over
[17:19:29 retailer]: oh i had him i had a german shepherd when i was in high school i had her name was genesis i had her like all through high school i think freshman year til i graduated
[17:19:41 retailer]: and then i moved and my parents kept it for a while but they ended up i think donating it to the police
[17:19:51 retailer]: because no one was home to walk it or anything i was kinda mad cause i was like wow you didn't call me i would have came and got it but yeah
[17:19:52 agent]: oh
[17:20:00 agent]: oh so it it's a police dog now
[17:20:03 retailer]: well i'm pretty sure she's moved on i am forty six i'll be forty six so i graduated yeah i was in high school in nineteen ninety seven i graduated so i'm pretty sure she's moved on in life
[17:20:10 agent]: oh
[17:20:17 retailer]: if she was a police dog yeah she was a great dog those are great dogs very very protected
[17:20:25 agent]: yeah
[17:20:28 agent]: so let's see
[17:20:31 agent]: and chris this is the order ending in hold on
[17:20:36 retailer]: zero nine seven eight
[17:20:36 agent]: zero nine seven yeah just wanted to make sure
[17:20:38 retailer]: correct
[17:20:52 agent]: my dog is too playful for a puppy like i and i'm like four eleven
[17:20:58 retailer]: huh
[17:20:59 agent]: so like when he jumps up on me to i can barely stand like he just knocks me over
[17:21:07 retailer]: oh yeah
[17:21:09 retailer]: and they don't know their own strength you know they just going around with their you know going throughout their day they're not thinking about how big they are and that's how smoke is smoke is he's he's just he'll be three int when march of next year he's still a puppy but you know he gets so yeah he gets so excited you know
[17:21:11 agent]: okay
[17:21:25 agent]: oh goodness
[17:21:29 retailer]: he doesn't know he's brute muscle he's just all muscle he doesn't have a outside in them and you know when he jumps on oh my god it's yeah buddy's like a rhino hitting you or something yeah
[17:21:40 agent]: that sound funny
[17:21:42 agent]: i know right just muscle okay chris this order has been cancelled but thank you so much i enjoyed your cation with you but it's been cancelled
[17:21:54 retailer]: alright well thank you ma'am you have a wonderful day okay
[17:21:56 agent]: you too bye bye
[17:21:58 retailer]: alright bye bye",Retailer requested cancellation of a customer's order due to multiple out-of-stock items at the store.,,L1_02,,L1_02_L2_02
c314dde9-7660-49b9-8c52-d6e09401facd,phone,2025-10-11 19:56:03.644,1,,"[19:56:03 agent]: thank you for calling postal code my name is vanessa how can i help you
[19:56:07 retailer]: yeah my name's julie i'm calling from have i have a customer and ashley gilli whose order was not delivered she sent the code to the person but she got home and her groceries are not there so i need to see if that if that person still has the groceries and can return them to her or if we need
[19:56:08 agent]: okay
[19:56:22 agent]: okay
[19:56:27 retailer]: need to take care of this ourselves
[19:56:30 agent]: okay
[19:56:31 retailer]: do you need the order number
[19:56:32 agent]: alright
[19:56:33 agent]: yes i can actually take the order number phone number whichever you have
[19:56:37 retailer]: okay order number is three nine two eight five eight nine five
[19:56:44 agent]: alright thank you let me go ahead and take a look at the order studies so do apologize for any inconvenience give me a few moments please
[19:56:48 retailer]: yes
[19:56:51 retailer]: thank you bye have a good night
[19:56:52 agent]: no problem
[19:57:10 agent]: alright so yes it looks like unfortunately the order was cancelled due to customer m i a so yeah it's cancelled in our system unfortunately it may still be open on your end you guys are more than welcome to try to fulfill that order but it is cancelled on our side
[19:57:12 retailer]: okay
[19:57:28 retailer]: okay so you can't do you know what happened to those groceries
[19:57:34 agent]: it i don't have any note or anything regarding the groceries shoppers they if they're gonna bring them back they do have up to twenty four hours to bring them back bring them back and at this time is it mandatory but most shoppers do bring it back because there is an incentive for returned orders but like i said it is they do have a twenty four hours to do
[19:57:50 retailer]: okay
[19:57:53 agent]: so
[19:57:54 retailer]: wow okay alright alright thank you so much
[19:57:58 agent]: no problem is there anything else i can assist you with
[19:58:01 retailer]: nope i'm good thank you
[19:58:02 agent]: alright no problem you have a great day
[19:58:04 retailer]: you too bye bye
[19:58:05 agent]: nothing",Retailer reported a customer's order was not delivered and inquired about the status of the groceries.,,L1_01,,L1_01_L2_03
f6474841-9fef-477e-8d01-8769d34d256b,phone,2025-10-06 23:51:45.164,1,,"[23:51:45 agent]: thank you for calling star retail support my mom who do i have the pleasure of assisting for today
[23:51:51 retailer]: hello my name is daniel i work with miles markets i have an order in which the customer wishes to cancel as we're sold out of the soda that she requested
[23:52:00 agent]: of course do you have the device phone number or the order i d for today
[23:52:04 retailer]: yes i do the device number is two hundred five six four two two seven two and the customer's name is jessica
[23:52:21 agent]: alright just getting everything pulled up thank you so much for the information
[23:52:24 retailer]: sure thanks
[23:52:54 agent]: does and everything pulled up
[23:52:59 retailer]: yeah this order only have two items with one zip log and then the soda but then when i looked at the soda we didn't have the one she us and so when i hit she wanted a replacement it once she wanted a refund instead and it's the only other item in the order so i up containing the customer would you like to continue with the order would you like to get the diet because we have some of the diet available
[23:53:18 retailer]: or do you want to cancel it and she send me cancel
[23:53:18 agent]: okay
[23:53:21 agent]: okay no i'm working on that cancellation for you now
[23:53:24 retailer]: alright thank you very much
[23:53:27 agent]: you're very welcome
[23:53:32 agent]: alright just wait
[23:53:35 retailer]: sure thing
[23:54:08 agent]: alright the order has been successfully cancel was there anything additional
[23:54:12 retailer]: nope that was it thank you very much for your assistance and you have a good evening
[23:54:15 agent]: you was well thank you so much bye bye
[23:54:18 retailer]: take care bye
[23:54:19 agent]: you bye bye",Retailer requested cancellation of a customer's order due to the unavailability of the requested soda and the customer's preference for a refund.,,L1_02,,L1_02_L2_02
